[rosmaster.main][INFO] 2016-12-02 02:20:54,641: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2016-12-02 02:20:54,641: Starting ROS Master Node
[rosmaster.master][INFO] 2016-12-02 02:20:56,157: +SUB [/srcsim/qual1/light] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:56,187: +SERVICE [/gazebo/set_parameters] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:56,188: +PUB [/gazebo/parameter_descriptions] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:56,189: +PUB [/gazebo/parameter_updates] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:20:56,200: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,200: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,201: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,202: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,203: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,203: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,204: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,204: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,205: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,206: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,207: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,207: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,208: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,209: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,209: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,212: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,213: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,214: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,214: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,215: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,216: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,216: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,217: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,218: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,219: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,220: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,220: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,221: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,222: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:56,223: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:20:59,025: +PARAM [/roslaunch/uris/host_mysticlakelinux__44531] by /roslaunch
[rosmaster.master][INFO] 2016-12-02 02:20:59,027: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-12-02 02:20:59,027: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-12-02 02:20:59,154: +PUB [/rosout] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,155: +SERVICE [/controller_manager_MysticLakeLinux_15534_7519392830653010679/get_loggers] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,156: +SERVICE [/controller_manager_MysticLakeLinux_15534_7519392830653010679/set_logger_level] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,159: publisherUpdate[/rosout] -> http://MysticLakeLinux:43668/
[rosmaster.master][INFO] 2016-12-02 02:20:59,162: +SUB [/clock] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,381: +PUB [/hardware_joint_states] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,382: +PUB [/hardware_joint_commands] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,383: +PUB [/force_torque_states] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,384: +PUB [/imu_states] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,677: +SERVICE [/controller_manager/list_controllers] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,678: +SERVICE [/controller_manager/list_controller_types] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,678: +SERVICE [/controller_manager/load_controller] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,679: +SERVICE [/controller_manager/unload_controller] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,679: +SERVICE [/controller_manager/switch_controller] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,680: +SERVICE [/controller_manager/reload_controller_libraries] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,680: +PUB [/rtt_period_overflow] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:20:59,681: +PUB [/rtt_rate] /controller_manager_MysticLakeLinux_15534_7519392830653010679 http://MysticLakeLinux:34112/
[rosmaster.master][INFO] 2016-12-02 02:21:00,548: +PUB [/rosout] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,548: +PUB [/rosout] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,552: +PUB [/rosout] /ihmc_ros/valkyrie/robot_data http://127.0.0.1:35524/
[rosmaster.master][INFO] 2016-12-02 02:21:00,562: publisherUpdate[/rosout] -> http://MysticLakeLinux:43668/
[rosmaster.master][INFO] 2016-12-02 02:21:00,563: publisherUpdate[/rosout] -> http://MysticLakeLinux:43668/
[rosmaster.master][INFO] 2016-12-02 02:21:00,563: publisherUpdate[/rosout] -> http://MysticLakeLinux:43668/
[rosmaster.master][INFO] 2016-12-02 02:21:00,601: +SUB [/clock] /ihmc_ros/valkyrie/robot_data http://127.0.0.1:35524/
[rosmaster.master][INFO] 2016-12-02 02:21:00,601: +SUB [/clock] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,629: +PUB [/ihmc_ros/valkyrie/control/hand_desired_configuration] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,638: +SUB [/clock] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,668: +PUB [/ihmc_ros/valkyrie/control/go_home] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,670: +PUB [/ihmc_ros/valkyrie/control/head_trajectory] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,683: +PUB [/ihmc_ros/valkyrie/control/arm_trajectory] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,685: +PUB [/ihmc_ros/valkyrie/control/abort_walking] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,693: +SUB [/ihmc_ros/valkyrie/control/go_home] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,716: +PUB [/ihmc_ros/valkyrie/control/pelvis_orientation_trajectory] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,721: +PUB [/ihmc_ros/valkyrie/control/arm_desired_joint_accelerations] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,726: +SUB [/ihmc_ros/valkyrie/control/hand_desired_configuration] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,820: +SUB [/ihmc_ros/valkyrie/control/arm_trajectory] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,826: +SUB [/ihmc_ros/valkyrie/control/head_trajectory] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,828: +PUB [/ihmc_ros/valkyrie/control/pelvis_trajectory] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,871: +SUB [/ihmc_ros/valkyrie/control/abort_walking] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,944: +SUB [/ihmc_ros/valkyrie/control/pelvis_trajectory] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,947: +SUB [/ihmc_ros/valkyrie/control/pelvis_orientation_trajectory] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,962: +SUB [/ihmc_ros/valkyrie/control/arm_desired_joint_accelerations] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,963: +PUB [/ihmc_ros/valkyrie/control/neck_trajectory] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,964: +SUB [/ihmc_ros/valkyrie/control/neck_trajectory] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,965: +SUB [/ihmc_ros/valkyrie/control/footstep_list] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:00,965: +PUB [/ihmc_ros/valkyrie/control/high_level_state] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,966: +PUB [/ihmc_ros/valkyrie/control/footstep_list] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,967: +PUB [/ihmc_ros/valkyrie/control/neck_desired_acceleration] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,969: +PUB [/ihmc_ros/valkyrie/control/whole_body_trajectory] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:00,981: +SUB [/ihmc_ros/valkyrie/control/high_level_state] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,039: +PUB [/ihmc_ros/valkyrie/control/end_effector_load_bearing] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:01,051: +SUB [/ihmc_ros/valkyrie/control/end_effector_load_bearing] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,064: publisherUpdate[/ihmc_ros/valkyrie/control/footstep_list] -> http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,073: +SUB [/ihmc_ros/valkyrie/control/neck_desired_acceleration] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,094: +PARAM [/roslaunch/uris/host_mysticlakelinux__37485] by /roslaunch
[rosmaster.master][INFO] 2016-12-02 02:21:01,100: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2016-12-02 02:21:01,101: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2016-12-02 02:21:01,109: +SUB [/ihmc_ros/valkyrie/control/whole_body_trajectory] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,135: +PUB [/ihmc_ros/valkyrie/control/stop_all_trajectories] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:01,138: +SUB [/ihmc_ros/valkyrie/control/stop_all_trajectories] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,216: +PUB [/ihmc_ros/valkyrie/control/pelvis_height_trajectory] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:01,219: +PUB [/ihmc_ros/valkyrie/control/pause_walking] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:01,269: +PUB [/ihmc_ros/valkyrie/control/hand_trajectory] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:01,270: +SUB [/ihmc_ros/valkyrie/control/hand_trajectory] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,271: +SUB [/ihmc_ros/valkyrie/control/foot_trajectory] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,272: +SUB [/ihmc_ros/valkyrie/control/pelvis_height_trajectory] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,273: +SUB [/ihmc_ros/valkyrie/control/chest_trajectory] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,274: +PUB [/ihmc_ros/valkyrie/control/foot_trajectory] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:01,274: +SUB [/ihmc_ros/valkyrie/control/request_stop] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,277: +PUB [/ihmc_ros/valkyrie/control/chest_trajectory] /ihmc_ros/valkyrie http://127.0.0.1:36547/
[rosmaster.master][INFO] 2016-12-02 02:21:01,281: +SUB [/ihmc_ros/localization/pelvis_pose_correction] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,291: +SUB [/ihmc_ros/valkyrie/control/low_level_control_mode] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,308: +SUB [/ihmc_ros/valkyrie/control/pause_walking] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,311: publisherUpdate[/ihmc_ros/valkyrie/control/foot_trajectory] -> http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,320: +SUB [/ihmc_ros/localization/pelvis_odom_pose_correction] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,324: publisherUpdate[/ihmc_ros/valkyrie/control/chest_trajectory] -> http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,447: +PUB [/ihmc_ros/valkyrie/output/high_level_state] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,448: +PUB [/ihmc_ros/valkyrie/output/capturability/left_foot_support_polygon] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,450: +PUB [/ihmc_ros/valkyrie/output/capturability/right_foot_support_polygon] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,456: +PUB [/ihmc_ros/valkyrie/output/capturability/capture_point] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,461: +PUB [/ihmc_ros/valkyrie/output/capturability/desired_capture_point] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,461: +PUB [/ihmc_ros/valkyrie/output/capturability/center_of_mass] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,464: +PUB [/ihmc_ros/valkyrie/output/capturability/is_in_double_support] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,466: +PUB [/tf] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,469: +PUB [/ihmc_ros/valkyrie/output/imu/pelvis_pelvisMiddleImu] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,472: +PUB [/ihmc_ros/valkyrie/output/imu/pelvis_pelvisRearImu] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,474: +PUB [/ihmc_ros/valkyrie/output/imu/torso_leftTorsoImu] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,476: +PUB [/ihmc_ros/valkyrie/output/imu/upperNeckPitchLink_head_imu_sensor] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,479: +PUB [/ihmc_ros/valkyrie/output/joint_states] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,482: +PUB [/ihmc_ros/valkyrie/output/robot_pose] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,486: +PUB [/ihmc_ros/valkyrie/output/robot_motion_status] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,489: +PUB [/ihmc_ros/valkyrie/output/behavior] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,495: +PUB [/ihmc_ros/valkyrie/output/foot_force_sensor/right] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,505: +PUB [/ihmc_ros/valkyrie/output/foot_force_sensor/left] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,506: +PUB [/ihmc_ros/valkyrie/output/high_level_state_change] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,518: +PUB [/ihmc_ros/valkyrie/output/walking_status] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,519: +PUB [/rosout] /urdf_spawner http://MysticLakeLinux:41633/
[rosmaster.master][INFO] 2016-12-02 02:21:01,521: +PUB [/ihmc_ros/valkyrie/output/footstep_status] /ihmc_ros/valkyrie/controller http://127.0.0.1:46759/
[rosmaster.master][INFO] 2016-12-02 02:21:01,523: +SUB [/clock] /urdf_spawner http://MysticLakeLinux:41633/
[rosmaster.master][INFO] 2016-12-02 02:21:01,526: +SERVICE [/urdf_spawner/get_loggers] /urdf_spawner http://MysticLakeLinux:41633/
[rosmaster.master][INFO] 2016-12-02 02:21:01,527: +SERVICE [/urdf_spawner/set_logger_level] /urdf_spawner http://MysticLakeLinux:41633/
[rosmaster.master][INFO] 2016-12-02 02:21:01,563: publisherUpdate[/ihmc_ros/valkyrie/output/joint_states] -> http://MysticLakeLinux:36161/
[rosmaster.master][INFO] 2016-12-02 02:21:01,563: publisherUpdate[/rosout] -> http://MysticLakeLinux:43668/
[rosmaster.master][INFO] 2016-12-02 02:21:02,367: +SERVICE [/multisense/camera/left/set_camera_info] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,370: +SERVICE [/multisense/camera/right/set_camera_info] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,372: +SERVICE [/multisense/camera/left/set_parameters] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,373: +PUB [/multisense/camera/left/parameter_descriptions] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,374: +SERVICE [/multisense/camera/right/set_parameters] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,374: +PUB [/multisense/camera/left/parameter_updates] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,375: +PUB [/multisense/camera/right/parameter_descriptions] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,375: +PUB [/multisense/camera/right/parameter_updates] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,376: +PARAM [/multisense/camera/left/imager_rate] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:21:02,377: +PARAM [/multisense/camera/left/imager_rate] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:21:02,412: +PARAM [/multisense/camera/right/imager_rate] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:21:02,413: +PARAM [/multisense/camera/right/imager_rate] by /gazebo
[rosmaster.master][INFO] 2016-12-02 02:21:02,418: +PUB [/multisense/camera/left/image_raw] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,418: +PUB [/multisense/camera/left/camera_info] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,442: +PUB [/multisense/camera/right/image_raw] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,443: +PUB [/multisense/camera/right/camera_info] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,465: publisherUpdate[/multisense/camera/left/image_raw] -> http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:21:02,466: publisherUpdate[/multisense/camera/left/camera_info] -> http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:21:02,466: publisherUpdate[/multisense/camera/right/image_raw] -> http://MysticLakeLinux:46528/
[rosmaster.master][INFO] 2016-12-02 02:21:02,467: publisherUpdate[/multisense/camera/right/camera_info] -> http://MysticLakeLinux:46528/
[rosmaster.master][ERROR] 2016-12-02 02:21:02,573: Traceback (most recent call last):
  File "/opt/ros/indigo/lib/python2.7/dist-packages/rosmaster/master_api.py", line 177, in validated_f
    code, msg, val = f(*newArgs, **kwds)
  File "/opt/ros/indigo/lib/python2.7/dist-packages/rosmaster/master_api.py", line 425, in searchParam
    search_key = self.param_server.search_param(caller_id, key)
  File "/opt/ros/indigo/lib/python2.7/dist-packages/rosmaster/paramserver.py", line 116, in search_param
    raise ValueError("namespace must be global")
ValueError: namespace must be global

[rosmaster.master][INFO] 2016-12-02 02:21:02,574: +PUB [/multisense/lidar_scan] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:02,592: -SUB [/clock] /urdf_spawner http://MysticLakeLinux:41633/
[rosmaster.master][INFO] 2016-12-02 02:21:02,592: -PUB [/rosout] /urdf_spawner http://MysticLakeLinux:41633/
[rosmaster.master][INFO] 2016-12-02 02:21:02,593: -SERVICE [/urdf_spawner/set_logger_level] /urdf_spawner rosrpc://MysticLakeLinux:42597
[rosmaster.master][INFO] 2016-12-02 02:21:02,593: -SERVICE [/urdf_spawner/get_loggers] /urdf_spawner rosrpc://MysticLakeLinux:42597
[rosmaster.master][INFO] 2016-12-02 02:21:02,667: publisherUpdate[/rosout] -> http://MysticLakeLinux:43668/
[rosmaster.master][INFO] 2016-12-02 02:21:03,032: +PUB [/multisense/joint_states] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,033: +PUB [/multisense/imu] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,037: +SUB [/multisense/set_spindle_speed] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,041: +SUB [/multisense/fps] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,044: +SUB [/multisense/set_fps] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,046: +PUB [/leftTorsoImu/imu] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,046: +PUB [/pelvisRearImu/imu] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,047: +SERVICE [/pelvisRearImu/imu_service] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,048: +SERVICE [/leftTorsoImu/imu_service] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,050: +SUB [/valkyrie/harness/velocity] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,051: +PUB [/pelvisMiddleImu/imu] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,052: +SERVICE [/pelvisMiddleImu/imu_service] /gazebo http://MysticLakeLinux:45519/
[rosmaster.master][INFO] 2016-12-02 02:21:03,054: +SUB [/valkyrie/harness/detach] /gazebo http://MysticLakeLinux:45519/
